timestamp,accel_x,accel_y,accel_z,moisture,vibration,accel_magnitude,moisture_avg5,magnitude_avg5,moisture_change,magnitude_change,hour,minute,risk_label,confidence,danger_score,second,moisture_exp,magnitude_exp
2026-05-19 00:05:30,2029.3708098571897,2017.4910088573515,1991.7774778457483,1844.0,0,3486.515936572533,2275.8,3666.0323762713087,-312.0,-13.739783066193468,0,5,0,0.8024285714285714,7.66,30,2125.1840596134493,3570.5485547793633
2026-05-19 00:06:00,2057.6784908626414,2017.234306008508,2008.60027496732,2792.0,0,3512.5133567995404,2104.4,3527.1787821627486,948.0,25.99742022700684,0,6,1,0.6,32.98,0,2325.2288417294144,3553.1379953854157
2026-05-19 00:06:30,1971.468790213688,2010.4038759556447,2055.9472003818964,2195.0,0,3486.449745228269,2214.8,3516.360411347376,-597.0,-26.063611571271394,0,6,0,0.7648214285714285,13.07,30,2286.16018921059,3533.131520338271
2026-05-19 00:07:00,1979.0032866994784,2081.17899367727,2044.8373063254176,1767.0,0,3525.49565619234,2150.8,3502.2460828862822,-428.0,39.04591096407103,0,7,0,0.8106785714285714,7.54,0,2130.412132447413,3530.8407610944914
2026-05-19 00:07:30,2025.508498830361,2040.246954449088,2024.8350356145704,1668.0,0,3516.425633427368,2053.2,3505.48006564401,-99.0,-9.070022764972691,0,7,0,0.8212857142857143,5.76,30,1991.6884927131891,3526.5162227943547
2026-05-19 00:08:00,2007.486755186623,2037.419406347576,2028.7666484195208,1532.0,0,3506.704296536964,1990.8,3509.517737636896,-136.0,-9.721336890404018,0,8,0,0.8358571428571429,3.4,0,1853.7819448992323,3520.572644917137
2026-05-19 00:08:30,2060.569893303811,1967.84550542373,2075.8467198863714,1876.0,0,3525.2664896245024,1807.6,3512.0683642018885,344.0,18.56219308753907,0,8,0,0.7989999999999999,9.21,30,1860.4473614294625,3521.9807983293463
2026-05-19 00:09:00,2011.6790369791515,2073.416721208369,2027.292297085232,2737.0,0,3529.280876528382,1916.0,3520.63459046191,861.0,4.014386903879768,0,9,1,0.6,32.59,0,2123.413153000624,3524.1708217890564
2026-05-19 00:09:30,1991.5078519465883,1998.4296642058607,2044.476350238837,1892.0,0,3484.208402755033,1941.0,3512.377139774449,-845.0,-45.072473773348975,0,9,0,0.7972857142857143,8.34,30,2053.9892071004365,3512.182096078849
2026-05-19 00:10:00,2106.625950756862,2050.397305210653,2134.7974635232217,1988.0,1,3633.092651706332,2005.0,3535.710543430243,96.0,148.88424895129856,0,10,1,0.5,33.88,0,2034.1924449703056,3548.4552627670937
2026-05-19 00:10:30,2038.9689479805384,2059.095077518328,1991.0526945246431,2221.0,0,3515.900701308686,2142.8,3537.549824384587,233.0,-117.19195039764554,0,10,0,0.7620357142857143,14.27,30,2090.2347114792137,3538.688894329571
2026-05-19 00:11:00,2050.701128187517,2102.426343833546,1973.9262907370137,2445.0,0,3538.637682732952,2256.6,3540.224063006277,224.0,22.7369814242652,0,11,0,0.7380357142857142,18.35,0,2196.6642980354495,3538.673530850585
2026-05-19 00:11:30,1991.0100725514617,1995.647184035236,2079.343586591944,2552.0,1,3502.912865494972,2219.6,3534.950460799594,107.0,-35.724817237980005,0,11,1,0.5,39.02,30,2303.2650086248145,3527.945331243901
2026-05-19 00:12:00,2026.2246910189929,1927.219513767167,2020.854277548236,1538.0,0,3450.161382287062,2148.8,3528.141056706,-1014.0,-52.75148320790913,0,12,0,0.8352142857142857,1.95,0,2073.68550603737,3504.610146556849
2026-05-19 00:12:30,2052.4369035883947,2055.353981790148,2035.2704988902951,2696.0,0,3546.731345524395,2290.4,3510.868795469613,1158.0,96.56996323733256,0,12,1,0.6,32.44,30,2260.379854226159,3517.2465062471124
2026-05-19 00:13:00,2200.960256903108,2242.020447260434,2016.7537448747555,3219.0,0,3733.386854568814,2490.0,3554.3660261216382,523.0,186.65550904441943,0,13,1,0.8,45.59,0,2547.965897958311,3582.0886107436227
2026-05-19 00:13:30,2063.0279207338267,2097.5578541175773,2037.6079943693,2579.0,0,3578.7818446805827,2516.8,3562.394858511165,-640.0,-154.6050098882315,0,13,0,0.7236785714285714,21.51,30,2557.2761285708175,3581.0965809247105
2026-05-19 00:14:00,2023.974452403248,2056.386376610985,2111.9415244838538,1725.0,0,3575.6809864320203,2351.4,3576.9484826985745,-854.0,-3.100858248562417,0,14,0,0.8151785714285714,8.26,0,2307.5932899995723,3579.4719025769036
2026-05-19 00:14:30,2023.974452403248,2028.334552574718,2080.085138344725,1566.0,0,3547.892934173016,2357.0,3596.4947930757653,-159.0,-27.788052259004417,0,14,0,0.8322142857142857,5.05,30,2085.1153029997004,3569.998212055737
2026-05-19 00:15:00,2023.931735510824,2080.284903865492,2082.488940475479,2720.0,0,3572.2045208052127,2361.8,3601.5894281319293,1154.0,24.31158663219685,0,15,1,0.6,33.5,0,2275.58071209979,3570.6601046805795
2026-05-19 00:15:30,2122.0911273803576,2009.0581520118208,1991.3509177682945,2334.0,0,3536.249975435592,2184.8,3562.1620523052843,-386.0,-35.95454536962143,0,15,0,0.7499285714285714,16.57,30,2293.106498469853,3560.3370659070833
2026-05-19 00:16:00,2047.4601110104827,2067.0543107742487,2001.9538505378853,2546.0,0,3531.660466346238,2178.2,3552.737776638415,212.0,-4.589509089353214,0,16,0,0.7272142857142857,19.71,0,2368.974548928897,3551.7340860388294
2026-05-19 00:16:30,2005.691562841764,2068.218806366665,1934.436853620583,2498.0,0,3470.212330234116,2332.8,3531.644045398835,-48.0,-61.44813611212248,0,16,0,0.7323571428571428,17.3,30,2407.6821842502277,3527.277559297415
2026-05-19 00:17:00,2080.901796484128,2090.408396299956,2015.6247671566896,1736.0,0,3572.492512505476,2366.8,3536.563961065327,-762.0,102.28018227136,0,17,0,0.814,8.34,0,2206.1775289751595,3540.842045259833
2026-05-19 00:17:30,1999.1662540011591,2158.386401556443,2086.268127455426,2456.0,0,3606.634479566396,2314.0,3543.449952817564,720.0,34.14196706092025,0,17,1,0.6,30.37,30,2281.124270282611,3560.5797755518015
2026-05-19 00:18:00,2056.35454380019,2063.696638687151,2068.677860629935,2418.0,0,3573.075134586002,2330.8,3550.8149846476454,-38.0,-33.55934498039369,0,18,0,0.7409285714285714,18.87,0,2322.1869891978276,3564.3283832620614
2026-05-19 00:18:30,1969.613195044809,2027.6414549717,2039.139469481915,2661.0,0,3485.512269955933,2353.8,3541.5853453695845,243.0,-87.56286463006927,0,18,0,0.7148928571428571,20.23,30,2423.830892438479,3540.6835492702226
2026-05-19 00:19:00,1994.8725580440628,2046.9770275123203,2047.1079886512773,1972.0,0,3515.71935614894,2248.6,3550.6867505525493,-689.0,30.207086193006944,0,19,0,0.7887142857142857,10.43,0,2288.2816247069354,3533.1942913338376
2026-05-19 00:19:30,2055.8744494347648,1977.2369638044352,2020.444578296984,2052.0,0,3495.4659284339987,2311.8,3535.281433738254,80.0,-20.25342771494116,0,19,0,0.7801428571428571,11.11,30,2217.397137294855,3521.875782463886
2026-05-19 00:20:00,2077.5386631998163,2020.2114747564376,2056.190355296071,2194.0,0,3553.2154560398167,2259.4,3524.597629032938,142.0,57.749527605818,0,20,0,0.7649285714285714,14.88,0,2210.3779961063983,3531.277684536665
2026-05-19 00:20:30,2054.854731247599,2031.628702475476,2078.635131179225,2752.0,0,3559.5880604116683,2326.2,3521.900214198072,558.0,6.372604371851594,0,20,1,0.6,33.65,30,2372.864597274479,3539.7707972991657
2026-05-19 00:21:00,2043.3740687044703,2027.036464082616,1983.3645285035807,1816.0,0,3495.4240464213563,2157.2,3523.882569491156,-936.0,-64.16401399031201,0,21,0,0.8054285714285714,7.47,0,2205.805218092135,3526.466772035823
2026-05-19 00:21:30,2035.9558521764284,2054.094194881349,2059.985907513494,2097.0,0,3550.7690902973254,2182.2,3530.892516320833,281.0,55.34504387596917,0,21,0,0.7753214285714285,13.31,30,2173.1636526644943,3533.7574675142732
2026-05-19 00:22:00,1988.859120385303,2015.103202704712,2085.297394838187,2267.0,0,3516.342807976708,2225.2,3535.067892229375,170.0,-34.4262823206177,0,22,0,0.7571071428571428,15.0,0,2201.3145568651457,3528.5330696530036
2026-05-19 00:22:30,2019.206231664212,2092.841226692979,2031.3959884414653,2385.0,0,3547.357871429585,2263.4,3533.8963753073285,118.0,31.015063452877712,0,22,0,0.7444642857142857,17.66,30,2256.4201898056017,3534.180510185978
2026-05-19 00:23:00,2029.5744491616083,2048.008282596728,2076.028024484823,2060.0,0,3552.942826548269,2125.0,3532.5673285346484,-325.0,5.5849551186834105,0,23,0,0.7792857142857142,12.8,0,2197.494132863921,3539.8092050946652
2026-05-19 00:23:30,2090.2848890487567,2047.627987154456,2160.5861777789023,2724.0,0,3637.3347278980286,2306.6,3560.949464829984,664.0,84.39190134975979,0,23,1,0.6,35.34,30,2355.4458930047444,3569.066861935674
2026-05-19 00:24:00,2061.7447315827385,2034.8842113394835,2043.8262882805243,1757.0,0,3545.2462521571665,2238.6,3559.8448972019514,-967.0,-92.08847574086212,0,24,0,0.81175,7.92,0,2175.912125103321,3561.9206790021217
2026-05-19 00:24:30,1977.4783937854909,2054.2076273543594,2063.7322820002128,2701.0,0,3519.8268005598056,2325.4,3560.541695718571,944.0,-25.41945159736088,0,24,1,0.6,31.78,30,2333.4384875723244,3549.2925154694267
2026-05-19 00:25:00,2060.963358775792,2081.0039305867053,2018.4777166535443,2256.0,0,3557.0211719865565,2299.6,3562.4743558299656,-445.0,37.19437142675088,0,25,0,0.7582857142857142,15.94,0,2310.206941300627,3551.6111124245654
2026-05-19 00:25:30,2032.596708783348,2013.314791371564,2055.250046504082,1622.0,0,3522.6323372397883,2212.0,3556.412257968269,-634.0,-34.388834746768225,0,25,0,0.8262142857142857,5.23,30,2103.744858910439,3542.917479869132
2026-05-19 00:26:00,2020.9231199877613,2021.6753404369897,2066.410864999292,1841.0,0,3527.23054279405,2035.4,3534.391420947473,219.0,4.598205554261767,0,26,0,0.80275,8.73,0,2024.921401237307,3538.2113987466073
2026-05-19 00:26:30,2072.4670515536345,2035.8509588489333,2055.7936936108053,2694.0,0,3558.945984011488,2222.8,3537.131367318338,853.0,31.71544121743728,0,26,1,0.6,32.74,30,2225.6449808661146,3544.4317743260717
2026-05-19 00:27:00,2089.239980899838,1994.165163061072,2007.2121872116456,2582.0,0,3517.1748833186703,2199.0,3536.600983870111,-112.0,-41.77110069281707,0,27,0,0.7233571428571428,19.87,0,2332.55148660628,3536.2547070238516
2026-05-19 00:27:30,2085.251204764648,2015.22968561114,2056.254470853018,1759.0,0,3554.941029277956,2099.6,3536.18495532839,-823.0,37.766145959285495,0,27,0,0.8115357142857142,8.22,30,2160.4860406243956,3541.8606037000827
2026-05-19 00:28:00,2014.4312990710944,2028.9511650582133,2106.4878375487056,1759.0,0,3551.319092761021,2094.0,3541.922306432637,-165.0,-3.6219365169349658,0,28,0,0.8292142857142857,5.58,0,2040.0402284370766,3544.698150418364
2026-05-19 00:28:30,2035.6315049659515,2082.975567228509,2065.945430580581,2648.0,0,3570.814103228794,2255.4,3550.639018519586,1054.0,19.495010467773227,0,28,1,0.6,32.35,30,2222.4281599059536,3552.532936261493
2026-05-19 00:29:00,2061.2505372561427,2058.502453160077,2086.4794875628736,1540.0,0,3583.236355450952,2024.6,3555.4970928074786,-1108.0,12.422252222158022,0,29,0,0.835,5.61,0,2017.6997119341675,3561.7439620183304
2026-05-19 00:29:30,2087.0218050848944,2055.7435964547017,2038.5195211994949,1753.0,0,3568.9359181100103,1858.8,3565.8492997657463,213.0,-14.300437340941698,0,29,0,0.8121785714285714,8.51,30,1938.289798353917,3563.901548845834
2026-05-19 00:30:00,2028.8330304861884,2082.035918486719,2077.9960095769484,1506.0,0,3573.3883706194497,1808.2,3569.538768034045,-247.0,4.452452509439354,0,30,0,0.838642857142857,4.82,0,1808.6028588477418,3566.7475953779185
2026-05-19 00:30:30,2040.5736409334472,2042.505128464024,2059.170713528661,2227.0,0,3546.2588753964874,1934.8,3568.5267245611385,721.0,-27.129495222962305,0,30,1,0.6,25.2,30,1934.1220011934192,3560.600979383489
2026-05-19 00:31:00,2003.7466010397588,2063.618593997156,2009.9635708125104,1568.0,0,3509.05624045306,1718.8,3556.1751520059925,-659.0,-37.202634943427256,0,31,0,0.832,4.02,0,1824.2854008353934,3545.1375577043605
2026-05-19 00:31:30,2000.151735036773,2043.8711298827,2060.740840191955,2604.0,0,3524.8643901820737,1931.6,3544.5007589522165,1036.0,15.80814972901362,0,31,1,0.6,30.42,30,2058.199780584775,3539.0556074476744
2026-05-19 00:32:00,2080.501032895768,2058.614493975985,2008.332133462388,2041.0,0,3549.616337153347,1989.2,3540.636842760883,-563.0,24.751946971273355,0,32,0,0.7813214285714285,12.42,0,2053.0398464093423,3542.2238263593763
2026-05-19 00:32:30,2102.249601142833,2024.689653695537,2022.6847890046083,2041.0,0,3551.066788298633,2245.0,3536.17252629672,744.0,1.4504511452860245,0,32,1,0.6,33.93,30,2049.4278924865393,3544.8767149411533
2026-05-19 00:33:00,2045.1195951367868,1950.4473136689428,2055.573132291695,1588.0,0,3494.5872122484425,2117.2,3525.838193667111,-1197.0,-56.47957605019064,0,33,0,0.8298571428571428,3.94,0,1910.9995247405773,3529.7898641333395
2026-05-19 00:33:30,2088.141315915681,2042.628833512548,2059.889770935205,2731.0,0,3574.326870214082,2349.8,3538.892319619316,1143.0,79.73965796563971,0,33,1,0.6,33.73,30,2156.999667318404,3543.150965957562
2026-05-19 00:34:00,2062.465441001905,2104.909925443997,2000.4307013969149,1712.0,0,3561.75974493665,2171.4,3546.271390570231,-1019.0,-12.567125277432297,0,34,0,0.8165714285714285,7.68,0,2023.499767122883,3548.7335996512884
2026-05-19 00:34:30,2022.1952098157951,2085.0486160896635,2090.159430847315,2333.0,0,3578.4728089534706,2229.8,3552.042684930256,621.0,16.71306401682068,0,34,1,0.6,27.71,30,2116.349836986018,3557.6553624419425
2026-05-19 00:35:00,2062.4558242203366,2086.615899383647,2070.880251132019,4095.0,0,3591.1328230726344,2025.8,3560.055891885056,-568.0,12.66001411916386,0,35,0,0.8108928571428571,9.3,0,2709.9448858902124,3567.69860063115
2026-05-19 00:35:30,2109.521462658639,2097.4452288722487,2019.810862575565,2411.0,0,3595.690922495237,2190.4,3580.276633934415,646.0,4.558099422602481,0,35,1,0.6,29.38,30,2620.2614201231486,3576.096297190376
2026-05-19 00:36:00,2046.566958435602,2051.5463036384576,1986.496608142033,1792.0,0,3513.324255671937,2002.6,3568.076111025986,-619.0,-82.36666682329997,0,36,0,0.8079999999999999,7.59,0,2371.782994086204,3557.264684734844
2026-05-19 00:36:30,2110.5857462325603,2055.892628296224,2042.2038168367428,2730.0,0,3584.9495283456044,2206.2,3572.714067707777,938.0,71.6252726736675,0,36,1,0.6,34.0,30,2479.248095860343,3565.570137818072
2026-05-19 00:37:00,1943.2101958364103,2023.293924182626,2030.1622514455537,1832.0,0,3462.8518501419303,2106.0,3549.5898759454685,-898.0,-122.09767820367416,0,37,0,0.8037142857142856,6.83,0,2285.07366710224,3534.7546515152294
2026-05-19 00:37:30,2080.876100175009,2035.357085758918,2052.525618282121,2600.0,0,3561.68292026859,2273.0,3543.69989538466,768.0,98.8310701266596,0,37,1,0.6,31.37,30,2379.551566971568,3542.833132141237
2026-05-19 00:38:00,2051.4818827295267,2072.630845990845,2033.475333553777,2504.0,0,3555.1931693076613,2291.6,3535.600344747145,-96.0,-6.489750960928632,0,38,0,0.7317142857142857,19.71,0,2416.8860968800973,3546.541143291164
2026-05-19 00:38:30,2036.0397059813647,2096.1553774867525,1967.7017255702,1546.0,0,3522.949777063428,2242.4,3537.525449025444,-958.0,-32.24339224423329,0,38,0,0.8343571428571428,4.06,30,2155.620267816068,3539.463733422843
2026-05-19 00:39:00,2051.67043106142,2042.42214897276,2032.4661224679537,2121.0,0,3537.196394220454,2120.6,3527.9748222004127,575.0,14.246617157025868,0,39,1,0.6,23.31,0,2145.2341874712474,3538.783531662126
2026-05-19 00:39:30,1968.497243415964,2029.9924294059435,2035.775235557268,2723.0,0,3484.283494563831,2298.8,3532.261151084793,602.0,-52.91289965662281,0,39,1,0.6,31.15,30,2318.563931229873,3522.433520532637
2026-05-19 00:40:00,2039.2131244864995,2048.021118354264,2073.3464409909625,1926.0,0,3556.9011980476675,2164.0,3531.304806640608,-797.0,72.61770348383652,0,40,0,0.7936428571428571,10.85,0,2200.7947518609108,3532.773823787146
2026-05-19 00:40:30,2062.2845028604697,2072.0482699571644,2020.072013015558,1709.0,0,3553.462021963885,2005.0,3530.958577171853,-217.0,-3.439176083782513,0,40,0,0.8168928571428571,7.41,30,2053.2563263026373,3538.9802832401674
2026-05-19 00:41:00,2107.1157617896606,1990.2458073546584,2115.1469869349025,2387.0,0,3588.155791435904,2173.2,3543.9997800463484,678.0,34.69376947201863,0,41,1,0.6,28.8,0,2153.379428411846,3553.7329356988885
2026-05-19 00:41:30,2027.269191269054,1956.1527618745104,1971.5343779739296,1653.0,0,3438.5028435630247,2079.6,3524.261069914862,-734.0,-149.65294787287894,0,41,0,0.8228928571428571,3.41,30,2003.2655998882924,3519.163908058129
2026-05-19 00:42:00,2015.6602558842728,2025.9785260203369,2100.446699912105,1914.0,0,3546.7381626247293,1917.8,3536.752003527042,261.0,108.23531906170456,0,42,0,0.7949285714285714,10.38,0,1976.4859199218045,3527.436184428109
2026-05-19 00:42:30,2027.9297182566183,1999.1715029634336,2039.027241164876,2680.0,0,3502.4017089223053,2068.6,3525.8521057019693,766.0,-44.33645370242402,0,42,1,0.6,30.98,30,2187.540143945263,3519.9258417763676
2026-05-19 00:43:00,2084.616084708083,2027.674392094108,2082.383394893742,2784.0,0,3576.787422297704,2283.6,3530.5171857687333,104.0,74.38571337539861,0,43,0,0.7017142857142856,24.61,0,2366.478100761684,3536.9843159327684
2026-05-19 00:43:30,2061.1500443863874,2042.088787247301,2051.192059362349,2600.0,0,3553.28791190164,2326.2,3523.54360986188,-184.0,-23.499510396064125,0,43,0,0.7214285714285714,21.14,30,2436.5346705331785,3541.87539472343
2026-05-19 00:44:00,2026.8095918493184,2029.8700636390795,2093.582221441018,2268.0,0,3551.2555687818963,2449.2,3546.0941549056542,-332.0,-2.032343119743473,0,44,0,0.7569999999999999,15.96,0,2385.974269373225,3544.68944694097
2026-05-19 00:44:30,2068.5306973245342,2106.09870137883,2032.505521417888,2482.0,0,3584.068872150439,2562.8,3553.560296810797,214.0,32.81330336854262,0,44,0,0.7340714285714285,20.16,30,2414.7819885612575,3556.5032745038106
2026-05-19 00:45:00,2051.883101973922,2061.069790584093,2004.055182992888,2654.0,0,3531.921590622467,2557.6,3559.4642731508293,172.0,-52.1472815279717,0,45,0,0.7156428571428571,21.39,0,2486.54739199288,3549.128769339407
2026-05-19 00:45:30,2086.745799621316,2060.018974384433,2104.8201714908423,2078.0,0,3609.49500087974,2416.4,3566.005788867237,-576.0,77.57341025727283,0,45,0,0.7773571428571429,14.62,30,2363.983174395016,3567.2386388015066
2026-05-19 00:46:00,2019.917876244906,2072.888285761736,2043.4607741647144,2239.0,1,3542.9741754028933,2344.2,3563.943041567487,161.0,-66.52082547684677,0,46,1,0.5,35.29,0,2326.4882220765107,3559.9592997819223
2026-05-19 00:46:30,2034.8935141360887,2002.4466752887693,2056.8623389449685,1662.0,0,3518.70245724448,2223.0,3557.432419260004,-577.0,-24.271718158413933,0,46,0,0.8219285714285713,5.73,30,2127.1417554535574,3547.5822470206895
2026-05-19 00:47:00,2032.3156738747136,2089.5644714968107,2097.390076561792,2538.0,0,3591.048845682617,2234.2,3558.82841396644,876.0,72.34638843813764,0,47,1,0.6,31.21,0,2250.39922881749,3560.6222266192676
2026-05-19 00:47:30,1989.4594020747152,2044.9694285385813,2006.7217903162225,2755.0,0,3488.091314729424,2254.4,3550.0623587878304,217.0,-102.95753095319331,0,47,0,0.7048214285714285,21.75,30,2401.7794601722426,3538.8629530523144
2026-05-19 00:48:00,2059.844811082583,2074.8192246896483,2071.81963590557,1694.0,0,3583.332536146971,2177.6,3544.8298658412773,-1061.0,95.24122141754742,0,48,0,0.8185,7.99,0,2189.4456221205696,3552.203827980711
2026-05-19 00:48:30,2058.4422108871954,2005.1257106783933,2024.4042097414845,2041.0,0,3515.0996935513426,2138.0,3539.254969470967,347.0,-68.23284259562843,0,48,0,0.7813214285714285,11.48,30,2144.911935484399,3541.0725876519004
2026-05-19 00:49:00,2048.2045382656984,1985.8496493593573,2042.713225774225,1858.0,0,3508.763027504968,2177.2,3537.2670835230647,-183.0,-6.336666046375285,0,49,0,0.8009285714285714,8.48,0,2058.838354839079,3531.3797196078203
2026-05-19 00:49:30,2048.2045382656984,2080.715586321001,2050.891158615372,2349.0,0,3562.5116406140623,2139.4,3531.5596425093536,491.0,53.74861310909501,0,49,1,0.6,17.52,30,2145.8868483873553,3540.719295909693
2026-05-19 00:50:00,1991.385170317984,2063.0563810439007,1987.9911255421223,1926.0,0,3489.115252204,1973.6,3531.764430004269,-423.0,-73.39638841006308,0,50,0,0.7936428571428571,9.0,0,2079.920793871149,3525.238082797985
2026-05-19 00:50:30,2502.1741870893857,2589.9179378256995,2016.8465182871823,3669.0,1,4127.495665114003,2368.6,3640.597055797675,1743.0,638.3804129100035,0,50,2,1.0,83.27,30,2556.644555709804,3705.9153574927905
2026-05-19 00:51:00,2034.2914193389288,2013.213476749012,2102.0429156965256,2327.0,0,3551.049774530032,2425.8,3647.787071993413,-1342.0,-576.445890583971,0,51,0,0.7506785714285714,16.87,0,2487.7511889968628,3659.455682603963
2026-05-19 00:51:30,2015.908909231136,2093.0173913765907,2083.447647543392,1985.0,0,3575.6628240057016,2451.2,3661.16703129356,-342.0,24.613049475669868,0,51,0,0.7873214285714285,12.27,30,2336.925832297804,3634.3178250244846
2026-05-19 00:52:00,2041.54857153336,2000.423524285307,2045.4944169069104,1829.0,0,3514.7776965323555,2347.2,3651.620242477218,-156.0,-60.88512747334608,0,52,0,0.8040357142857142,8.2,0,2184.5480826084627,3598.455786476846
2026-05-19 00:52:30,2064.1620342725814,2113.7069181302386,2057.724938340516,2388.0,0,3600.382446539872,2439.6,3673.873681344393,559.0,85.60475000751649,0,52,1,0.6,29.15,30,2245.5836578259236,3599.0337844957535
2026-05-19 00:53:00,2123.4474360484214,2011.9751706140853,2036.2302997745417,2490.0,0,3564.169880147145,2203.8,3561.2085243510214,102.0,-36.21256639272724,0,53,0,0.7332142857142857,19.74,0,2318.9085604781467,3588.574613191171
2026-05-19 00:53:30,2054.9831125132737,2073.535677024335,2102.263335433119,2670.0,0,3597.501484101694,2272.4,3570.4988662653536,180.0,33.33160395454934,0,53,0,0.7139285714285714,23.42,30,2424.2359923347026,3591.2526744643274
2026-05-19 00:54:00,2058.302015628911,2034.8552609700407,2039.985896888233,1758.0,0,3541.0147670042807,2227.0,3563.569254865069,-912.0,-56.48671709741348,0,54,0,0.8116428571428571,7.82,0,2224.3651946342916,3576.181302226313
2026-05-19 00:54:30,2045.0221633693527,2072.127497243294,2057.2736836853937,1791.0,0,3564.8566623481647,2219.4,3573.5850480282315,33.0,23.84189534388406,0,54,0,0.8081071428571428,8.98,30,2094.355636244004,3572.7839102628686
2026-05-19 00:55:00,1971.2491513880384,2026.2354399154324,2093.8412057656824,1642.0,1,3517.9005485913945,2070.2,3557.088668438536,-149.0,-46.95611375677026,0,55,1,0.5,25.4,0,1958.6489453708027,3556.318901761426
2026-05-19 00:55:30,2046.9394449820315,2041.4882837571083,2016.905140606164,2246.0,0,3524.988205702887,2021.4,3549.2523335496835,604.0,7.087657111492717,0,55,1,0.6,24.91,30,2044.8542617595617,3546.919692943864
2026-05-19 00:56:00,2050.409208397641,2049.636767015829,2110.351567379876,2126.0,0,3585.9130687354427,1912.6,3546.934650476434,-120.0,60.92486303255555,0,56,0,0.7722142857142856,14.72,0,2069.197983231693,3558.6177056813376
2026-05-19 00:56:30,2146.529684499412,2007.912501768741,1986.7815436102649,1589.0,1,3547.7603080291005,1878.8,3548.2837586813976,-537.0,-38.15276070634218,0,56,1,0.5,25.4,30,1925.138588262185,3555.3604863856663
2026-05-19 00:57:00,2040.305561408755,2077.632973816805,2113.185685244512,2219.0,0,3597.9104071847974,1964.4,3554.8945076487244,630.0,50.15009915569681,0,57,1,0.6,26.48,0,2013.2970117835293,3568.125462625406
2026-05-19 00:57:30,2060.0618936933447,2027.4714573411368,2033.092976641921,2687.0,0,3533.8311459167244,2173.4,3558.0806271137903,468.0,-64.07926126807297,0,57,1,0.6,21.95,30,2215.4079082484704,3557.8371676128013
2026-05-19 00:58:00,2046.6115292117904,2038.8560033863992,2038.2920500869889,1980.0,0,3535.5603566471896,2120.2,3560.19505730265,-707.0,1.7292107304651836,0,58,0,0.7878571428571428,11.1,0,2144.785535773929,3551.1541243231177
2026-05-19 00:58:30,2001.2528784952187,2008.22602501566,1972.3995931526824,1583.0,0,3453.7436219708698,2011.6,3533.7611679497363,-397.0,-81.81673467631981,0,58,0,0.8303928571428572,2.75,30,1976.2498750417503,3521.9309736174428
